codigo_CIE_10,Descripcion Codigo Cie X,Codigo_dx_agrupado,Cod_capitulo_dx,Codigo _sub_grupo_dx,cod_sexo,Edad Minima,Edad maxima
V293,MOTOCICLISTA [CUALQUIERA] LESIONADO EN ACCIDENTE NO DE TRANSITO NO ESPECIFICADO,V29,XX,V2,A,0,999
V294,CONDUCTOR DE MOTOCICLETA LESIONADO POR COLISION CON OTROS VEHICULO DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE DE TRANSITO,V29,XX,V2,A,10,999
V295,PASAJERO DE MOTOCICLETA LESIONADO POR COLISION CON OTROS VEHICULO DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE DE TRANSITO,V29,XX,V2,A,0,999
V296,MOTOCICLISTA NO ESPECIFICADO LESIONADO POR COLISION CON OTROS VEHICULO DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE DE TRANSITO,V29,XX,V2,A,0,999
V298,MOTOCICLISTA [CUALQUIERA] LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS,V29,XX,V2,A,0,999
V299,MOTOCICLISTA [CUALQUIERA] LESIONADO EN ACCIDENTE DE TRANSITO NO ESPECIFICADO,V29,XX,V2,A,0,999
V300,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V30,XX,V3,A,10,999
V301,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V30,XX,V3,A,0,999
V302,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V30,XX,V3,A,10,999
V303,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V30,XX,V3,A,0,999
V304,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V30,XX,V3,A,5,999
V305,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V30,XX,V3,A,10,999
V306,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V30,XX,V3,A,0,999
V307,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V30,XX,V3,A,10,999
V309,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON PEATON O ANIMAL: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V30,XX,V3,A,0,999
V310,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V31,XX,V3,A,10,999
V311,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V31,XX,V3,A,0,999
V312,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V31,XX,V3,A,10,999
V313,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V31,XX,V3,A,0,999
V314,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V31,XX,V3,A,5,999
V315,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V31,XX,V3,A,10,999
V316,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V31,XX,V3,A,0,999
V317,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V31,XX,V3,A,10,999
V319,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE PEDAL: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V31,XX,V3,A,0,999
V320,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V32,XX,V3,A,10,999
V321,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V32,XX,V3,A,0,999
V322,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V32,XX,V3,A,10,999
V323,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V32,XX,V3,A,0,999
V324,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V32,XX,V3,A,5,999
V325,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V32,XX,V3,A,10,999
V326,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V32,XX,V3,A,0,999
V327,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V32,XX,V3,A,10,999
V329,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTRO VEHICULO DE MOTOR DE DOS O TRES RUEDAS: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V32,XX,V3,A,0,999
V330,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V33,XX,V3,A,10,999
V331,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V33,XX,V3,A,0,999
V332,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V33,XX,V3,A,10,999
V333,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V33,XX,V3,A,0,999
V334,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V33,XX,V3,A,5,999
V335,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V33,XX,V3,A,10,999
V336,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V33,XX,V3,A,0,999
V337,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V33,XX,V3,A,10,999
V339,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON AUTOMOVIL CAMIONETA O FURGONETA: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V33,XX,V3,A,0,999
V340,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V34,XX,V3,A,10,999
V341,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V34,XX,V3,A,0,999
V342,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V34,XX,V3,A,10,999
V343,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V34,XX,V3,A,0,999
V344,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V34,XX,V3,A,5,999
V345,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V34,XX,V3,A,10,999
V346,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V34,XX,V3,A,0,999
V347,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V34,XX,V3,A,10,999
V349,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V34,XX,V3,A,0,999
V350,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V35,XX,V3,A,10,999
V351,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V35,XX,V3,A,0,999
V352,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V35,XX,V3,A,10,999
V353,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V35,XX,V3,A,0,999
V354,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V35,XX,V3,A,5,999
V355,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V35,XX,V3,A,10,999
V356,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V35,XX,V3,A,0,999
V357,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V35,XX,V3,A,10,999
V359,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON TREN O VEHICULO DE RIELES: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V35,XX,V3,A,0,999
V360,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V36,XX,V3,A,10,999
V361,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V36,XX,V3,A,0,999
V362,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V36,XX,V3,A,10,999
V363,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V36,XX,V3,A,0,999
V364,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V36,XX,V3,A,5,999
V365,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V36,XX,V3,A,10,999
V366,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V36,XX,V3,A,0,999
V367,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V36,XX,V3,A,0,999
V369,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS SIN MOTOR: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V36,XX,V3,A,0,999
V370,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V37,XX,V3,A,10,999
V371,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V37,XX,V3,A,0,999
V372,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V37,XX,V3,A,10,999
V373,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V37,XX,V3,A,0,999
V374,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V37,XX,V3,A,5,999
V375,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V37,XX,V3,A,10,999
V376,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V37,XX,V3,A,0,999
V377,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V37,XX,V3,A,10,999
V379,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OBJETO FIJO O ESTACIONADO: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V37,XX,V3,A,0,999
V380,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V38,XX,V3,A,10,999
V381,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V38,XX,V3,A,0,999
V382,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V38,XX,V3,A,10,999
V383,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO,V38,XX,V3,A,0,999
V384,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V38,XX,V3,A,5,999
V385,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V38,XX,V3,A,10,999
V386,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V38,XX,V3,A,0,999
V387,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V38,XX,V3,A,10,999
V389,OCUPANTE DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION: OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO,V38,XX,V3,A,0,999
V390,CONDUCTOR DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE NO DE TRANSITO,V39,XX,V3,A,10,999
V391,PASAJERO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE NO DE TRANSITO,V39,XX,V3,A,0,999
V392,OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE NO DE TRANSITO,V39,XX,V3,A,0,999
V393,OCUPANTE [CUALQUIERA] DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRANSITO NO ESPECIFICADO,V39,XX,V3,A,0,999
V394,CONDUCTOR DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE DE TRANSITO,V39,XX,V3,A,5,999
V395,PASAJERO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE DE TRANSITO,V39,XX,V3,A,0,999
V396,OCUPANTE NO ESPECIFICADO DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR Y CON LOS NO ESPECIFICADOS EN ACCIDENTE DE TRANSITO,V39,XX,V3,A,0,999
V398,OCUPANTE [CUALQUIERA] DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS,V39,XX,V3,A,0,999
V399,OCUPANTE [CUALQUIERA] DE VEHICULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSITO NO ESPECIFICADO,V39,XX,V3,A,0,999
V400,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V40,XX,V4,A,15,999
V401,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V40,XX,V4,A,0,999
V402,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V40,XX,V4,A,10,999
V403,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: OCUPANTE NO ESPECIFICADO DE AUTOMOVIL LESIONADO EN ACCIDENTE NO DE TRANSITO,V40,XX,V4,A,0,999
V404,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V40,XX,V4,A,5,999
V405,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V40,XX,V4,A,15,999
V406,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V40,XX,V4,A,0,999
V407,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE DE TRANSITO,V40,XX,V4,A,10,999
V409,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON PEATON O ANIMAL: OCUPANTE NO ESPECIFICADO DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSITO,V40,XX,V4,A,0,999
V410,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE PEDAL: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,V41,XX,V4,A,15,999
V411,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE PEDAL: PASAJERO LESIONADO EN ACCIDENTE NO DE TRANSITO,V41,XX,V4,A,0,999
V412,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE PEDAL: PERSONA QUE VIAJA FUERA DEL VEHICULO LESIONADA EN ACCIDENTE NO DE TRANSITO,V41,XX,V4,A,10,999
V413,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE PEDAL: OCUPANTE NO ESPECIFICADO DE AUTOMOVIL LESIONADO EN ACCIDENTE NO DE TRANSITO,V41,XX,V4,A,0,999
V414,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE PEDAL: PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO,V41,XX,V4,A,5,999
V415,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE PEDAL: CONDUCTOR LESIONADO EN ACCIDENTE DE TRANSITO,V41,XX,V4,A,15,999
V416,OCUPANTE DE AUTOMOVIL LESIONADO POR COLISION CON VEHICULO DE PEDAL: PASAJERO LESIONADO EN ACCIDENTE DE TRANSITO,V41,XX,V4,A,0,999
