tipo_entidad,tipo_identificacion,num_identificacion,cod_eapb,nombre,cod_mpio
14,NI,830514110,500010076001,FUNDACION DESTREZAS SERVICIOS DE REHABILITACION,50001
14,NI,800200341,500010076401,FUNDACION CAMINO DE LA ESPERANZA,50001
14,NI,800251482,500010108001,HOGAR DE PASO LA MALOKA SEDE VILLAVICENCIO,50001
14,NI,822007470,500010111701,FUNDACION SOCIAL DEL ORIENTE,50001
14,NI,900397359,413060131901,Proyecto Hidroelectrico el QUIMBO,41306
14,NI,839000782,440350075003,DROGAS LA HOSPITALARIA EU,44035
14,NI,839000782,440900075009,DROGAS LA HOSPITALARIA EU,44090
14,NI,839000782,440980075006,DROGAS LA HOSPITALARIA EU,44098
14,NI,839000782,444300075001,DROGAS LA HOSPITALARIA EU,44430
14,NI,839000782,445600075004,DROGAS LA HOSPITALARIA EU,44560
14,NI,839000782,446500075008,DROGAS LA HOSPITALARIA EU,44650
14,NI,839000782,448470075005,DROGAS LA HOSPITALARIA EU,44847
14,NI,839000782,448550075002,DROGAS LA HOSPITALARIA EU,44855
14,NI,839000782,448740075010,DROGAS LA HOSPITALARIA EU,44874
14,NI,899999059,470010018901,AEROPUERTO SIMON BOLIVAR,47001
14,NI,860029924,470010066501,UNIDAD DE SALUD UNIVERSIDAD COOPERATIVA DE COLOMBIA,47001
14,NI,819006942,470010087501,CENTRO EDUCATIVO OPORTUNIDAD EU,47001
14,NI,860351894,470010095601,UNIVERSIDAD SERGIO ARBOLEDA,47001
14,NI,900485401,470010105701,CENTRO DE RECONOCIMIENTO DE CONDUCTORES MEDIPSICO SAS,47001
14,NI,806015733,470010106301,CORPORACION ENLACES DE VIDA,47001
14,NI,900265546,470010106401,CENAC SANTA MARTA LTDA,47001
14,NI,891780111,470010107201,SERVICIO DOCENTE ASISTENCIAL CLINICA ODONTOLOGICA UNIVERSIDAD DEL MAGDALENA,47001
14,NI,900237626,470580125501,FUNDACION PREVENIR PROLONGA LA VIDA,47058
14,NI,900180599,471890123801,FUNDACION ROSSI FE Y ESPERANZA FUNDAROSSI,47189
14,NI,900272936,471890128101,fundacion colombia cienaga,47189
14,NI,800021308,471890141601,Drummond puerto,47189
14,NI,900118838,471891517301,RUTA DEL SOL II,47189
14,NI,900430022,472881516901,CENTRO DE RECONOCIMIENTO DRIVER SAS,47288
14,NI,900424461,475550142001,Fundacion Salud Y Bienestar de la Costa,47555
14,NI,900269985,477030118801,FUNDACION DE SALUD PREVENTIVA DEL MAGDALENA,47703
14,NI,892000757,500010042901,UNIVERSIDAD DE LOS LLANOS,50001
14,NI,860029924,500010050103,UNIVERSIDAD COOPERATIVA DE COLOMBIA VILLAVICENCIO,50001
14,NI,822004163,500010111901,CORPORACION FUERZA OXIGENO,50001
14,NI,860056070,500010113401,UNIVERSIDAD ANTONIO NARINOVILLAVICENCIO,50001
14,NI,860074186,500060150601,DISICO,50006
14,NI,900657178,500060157601,IPS CRC DE LOS LLANOS SAS,50006
14,NI,829002331,501500141701,BROCA AMBULANCIAS,50150
14,NI,79428702,501500145901,SERVISA,50150
14,NI,900655874,503130442901,VALORAMOS GRANADA,50313
14,NI,830126302,505680138201,META PETROLEUM CORP SUCURSAL COLOMBIA,50568
14,NI,844000670,505680145501,MONTAJE JM,50568
14,NI,900012579,506890151401,CGL COMPANIA GEOFISICA LATINOAMERICANA,50689
14,NI,900281367,500010113701,CORPORACION SURCAR,50001
14,NI,899999034,500010139701,SENA,50001
14,NI,900133049,500010139901,CENTRO DE RECONOCIMIENTO DE CONDUCTORES DEL META CRDM META,50001
14,NI,900230708,500010144101,SOMEM DEL ORIENTE,50001
14,NI,900518557,500010148701,INSTITUTO DE PREVENCION VIAL SANITARIA,50001
14,NI,899999068,500010150801,ecopetrol,50001
14,NI,900391970,500010153101,PROYECTAR HOGAR DE PASO SAS,50001
14,NI,900157071,500010153201,CRC CEATT IPS,50001
14,NI,900642387,500010155201,VIALSALUD IPS SAS,50001
14,NI,900647952,500010155701,CRC SALUD INTEGRAL DE LOS LLANOS,50001
14,NI,900652491,500010156901,J  M AMBULANCIAS SAS,50001
14,NI,900517256,500010158601,MEDILLANOS CERTIFICACION IPS SAS,50001
17,NI,SD,UT004,CONVENIO CAMACOL  COMFAMA UT,05001
14,NI,900670561,500010159401,CENTRO DE RECONOCIMIENTO DE CONDUCTORES ADAM,50001
14,NI,900512897,500060145301,ACOCAS 01,50006
14,NI,891200013,520010032001,Asociacin Escolar Mara Goretti,52001
14,NI,860029924,520010033901,UNIVERSIDAD COOPERATIVA DE COLOMBIA  CLINICA ODONTOLOGICA,52001
14,NI,800118954,520010044101,UNIVERSIDAD DE NARINO UNIDAD DE SALUD ESTUDIANTIL,52001
14,NI,800118954,520010044102,UINIDAD DE SALUD ESTUDIANTIL SEDE VIPRI,52001
14,NI,800118954,520010044103,UNIVERSIDAD DE NARINO FONDO DE SEGURIDAD SOCIAL EN SALUD,52001
14,NI,899999059,520010073901,SANIDAD AEROPORTUARIA AERONAUTICA,52001
14,NI,814001128,520010100101,INSTITUCION EDUCATIVA MUNICIPAL CIUDADELA DE PASTO,52001
14,NI,800141575,520010130801,FUNDACION CRISTIANA EL SHADDAI,52001
14,NI,900097120,520010137701,IPS SAN LUCAS,52001
14,NI,59831015,520010159001,CENTRO MEDICO ESTETICO SILUETH STETIC,52001
14,NI,900131995,472880120801,FUNDACION VISIONANDO FUTURO,47288
14,NI,860056070,500010113402,UNIVERSIDAD ANTONIO NARINO CLINICA ODONTOLOGICA,50001
14,NI,830500749,500010114701,FUNDACION SERVICIOS Y CONSULTORIA SERVICON,50001
14,NI,822002132,500010117601,FUNDACION PARA EL PROGRESO DE LA ORINOQUIA FUNDEPRO,50001
14,NI,800248545,500010133401,SIMETRIC VILLAVICENCIO,50001
14,NI,900230708,500010144104,OCP 2,50001
14,NI,900565371,500010152201,Albergue Villavicencio,50001
14,NI,860534900,500060146501,MG INGENIERIA,50006
14,NI,900530855,500060151501,A  mas ambulancias y servicios sas  META,50006
14,NI,900159013,501500155901,SS SERVICIOS Y SUMINISTROS MORACAR,50150
14,NI,900320920,503130141501,Fundacion Angeles del Ariari,50313
14,NI,900619841,505680159501,UNIDAD DE EMERGENCIA MOVIL,50568
14,NI,822004266,506800147401,cuerpo de bomberos voluntarios surimena,50680
14,NI,892099548,506890156702,Centro Vida San Sebastian,50689
14,NI,800092198,520010024801,UNIVERSIDAD MARIANA,52001
14,NI,814005779,520010123001,FUNDACION SOCIAL GESTAR FUTURO,52001
14,NI,800141575,520010130802,FUNDACION CRISTIANA EL SHADDAI SEDE SAN FERNANDO BAJO,52001
14,NI,860006744,520010133101,COMUNIDAD DE LOS HERMANOS MARISTAS DE LA ENSENANZA INSTITUTO CHAMPAGNAT,52001
14,NI,900244777,520010159401,CENTRO DE ESTETICA FACIAL Y CORPORAL RB EU,52001
14,NI,811031148,520010160401,PROFESALUD COOPERATIVA CTA,52001
14,NI,814004766,526780076101,ANCIANATO DEL CENTRO SOCIAL PARROQUIAL,52678
14,NI,860005068,520010171501,INSTITUTO DE ORIENTACION SANTO ANGEL,52001
14,NI,899999034,520010185501,Consultorio Odontologico SENA Regional Narino,52001
14,NI,900452452,520010187801,AHARA HOME CARE SAS,52001
14,NI,900682516,520010214001,CERTIMED PASTO,52001
14,NI,900699534,520010214901,CENTRO DE RECONOCIMIENTO CRC CONDU PASTO IPS,52001
14,NI,860005068,522400171503,CENTRO ESPECIALIZADO DE REHABILITACION CER,52240
14,NI,890500580,540010037301,CUERPO DE BOMBEROS VOLUNTARIOS DE CUCUTA,54001
14,NI,800141060,528350169402,AREA DE SANIDAD POLICIA NARINO ESP TUMACO,52835
14,NI,807001960,540010055201,RECLUSION DE MUJERES DE CUCUTA,54001
14,NI,860056070,540010068902,UNIVERSIDAD ANTONIO NARINO,54001
14,NI,890500623,540010114501,INSTITUTO LA ESPERANZA,54001
14,NI,899999059,540010117401,UNIDAD ADMINISTRATIVA DE AERONAUTICA CIVIL,54001
14,NI,800248545,540010180301,SIMETRIC IPS,54001
14,NI,899999034,540010186901,SERVICIO NACIONAL DE APRENDIZAJE SENA,54001
14,NI,900413425,540010208501,CERTINTEGRAL CUCUTA,54001
14,NI,900707242,540010226301,CRC MEDICARR,54001
14,NI,900122479,544050174002,CENTRO DE RECONOCIMIENTO DE CONDUCTORES EVALUANDO PATIOS,54405
14,NI,800248545,544050180302,SIMETRIC IPS PATIOS SABANA,54405
14,NI,900122479,544980174006,CENTRO DE RECONOCIMIENTO DE CONDUCTORES EVALUANDO OCANA,54498
14,NI,900685059,544980223901,CRC EXAMINATE OCANA SAS,54498
14,NI,890501510,545180095801,UNIVERSIDAD DE PAMPLONA,54518
14,NI,807003498,548100121901,CUERPO DE BOMBEROS VOLUNTARIOS DE TIBU,54810
14,NI,900122479,545180174005,CENTRO DE RECONOCIMIENTO DE CONDUCTORES EVALUANDO PAMPLONA,54518
14,NI,900393803,548740199401,CENTRO DE RECONOCIMIENTO DE CONDUCTORES CERTIFICATE SAS,54874
14,NI,890000432,630010012001,CENTRO DE SALUD UNIVERSIDAD DEL QUINDIO,63001
14,NI,890000547,630010027301,CRUZ ROJA COLOMBIANA SECCIONAL QUINDIO,63001
14,NI,801000869,630010044301,UNIDAD ADMITIVA DE AERONAUTICA CIVIL,63001
14,NI,860056070,630010046201,Universidad Antonio Narino,63001
14,NI,860056070,630010046202,Universidad Antonio Narino 2,63001
14,NI,899999034,630010095601,SENA Galan,63001
14,NI,900163482,630010096701,CONDUSEG,63001
14,NI,41389422,630010098901,OPTICA VITAL,63001
14,NI,900313234,630010106701,OPTILAGO,63001
14,NI,801003135,630010117601,CORPORACION UNIVERSITARIA ALEXANDER VON HUMBOL,63001
14,NI,800248545,630010118601,SIMETRIC ARMENIA,63001
14,NI,900024923,630010120601,CENTRO DE DESARROLLO COMUNITARIO,63001
14,NI,813008777,505680157301,SACS CONSULTORES LTDA,50568
14,NI,800141060,520010169401,AREA DE SANIDAD POLICIA NARINO ARSAN DENAR,52001
14,NI,900452452,520010187802,AHARA IPS,52001
14,NI,900568750,520010202801,CERTIYA,52001
14,NI,814005779,522600123002,FUNDACION SOCIAL GESTAR FUTURO,52260
14,NI,900272116,523560211301,YO ME AMO,52356
14,NI,800255070,528350071001,fundacion para la proteccion del menor limitado intelectual y auditivo de Tumaco,52835
14,NI,860056070,540010068901,UNIVERSIDAD ANTONIO NARINO,54001
14,NI,899999717,540010138001,DEFENSA CIVIL COLOMBIANA,54001
14,NI,900122479,540010174001,CENTRO DE RECONOCIMIENTO DE CONDUCTORES EVALUANDO CUCUTA,54001
14,NI,900694950,544980225201,LA ACADEMIA CRC,54498
14,NI,900295792,630010103401,INVERSIONES OPTICO MERCURIO SAS,63001
14,NI,900313234,630010106702,Optilago,63001
14,NI,900338881,630010108301,AAA Optica Real SAS,63001
14,NI,900405995,630010115401,CENTRODECONDUCTORESTESTALVOLANTE,63001
14,NI,890000444,631300042901,AMPARO DE NINOS JUAN XXIII,63130
14,NI,900543037,634010125301,CEMPRESALUD SAS,63401
14,NI,890000858,634700124901,CONSEJO MUNICIPAL DE LA GESTION DEL RIESGO,63470
14,NI,899999026,661700158002,IPS CAPRECOM RM PEREIRA,66170
14,NI,860002553,661700187501,SHE La Rosa,66170
14,NI,900230708,664000182401,ORGANISMO CERTIFICADOR DE PERSONAS OCP1,66400
14,NI,900698146,661700196602,CENTRO DE RECONOCIMIENTO DE CONDUCTORES DOSQUEBRADAS VALORAR SAS,66170
14,NI,900256956,666820148901,CENTRO DE DIAGNOSITCO PSICOSENSOMETRICO DE SANTA ROSA,66682
14,NI,891408261,660010087901,Centro de Atencion Psicologica CAPSI,66001
14,NI,891480035,660010088601,SALUD INTEGRAL BIENESTAR UNIVERSITARIO,66001
14,NI,891480035,660010088602,LABORATORIO GENETICA MEDICA,66001
14,NI,816001384,660010106601,CAD A UN NUEVO AMANECER,66001
14,NI,860517302,660010110301,PROGRAMA DE OPTOMETRIA,66001
14,NI,900094432,660010123101,CRC EVALUANDO PEREIRA,66001
14,NI,891480011,660010127001,GRANJA INFANTIL JESUS DE LA BUENA ESPERANZA,66001
14,NI,860013798,660010135302,UNIVERIDAD LIBRE CENTRO,66001
14,NI,900372960,660010161702,SANTE BLEU SAS,66001
14,NI,800248545,660010165001,SIMETRIC PEREIRA,66001
14,NI,891480085,660010175402,Consultorio Medico Empresarial Gobernacion de Risaralda,66001
14,NI,900460105,660010177301,CRC VALORAMOS PEREIRA SAS,66001
14,NI,890985417,660010182001,Fundacion Universitaria Autonoma de las Americas,66001
14,NI,900526291,660010183901,CEMEC Centro medico del Eje Cafetero SAS,66001
14,NI,899999717,660010193201,Defensa Civil Colombiana Seccional Risaralda,66001
14,NI,900640137,660010193601,ESPECIALISTAS EN SALUD FISICA Y MOTRIZ PEREIRA SAS,66001
14,NI,816003388,660010193801,ATRANSEC,66001
14,NI,891400378,660010195801,PAPELES NACIONALES SA,66001
14,NI,900698146,660010196601,CENTRO DE RECONOCIMIENTO MEDICO DE CONDUCTORES VALORAR SAS,66001
14,NI,900094432,661700123102,CRC EVALUANDO DOSQUEBRADAS,66170
14,NI,900230708,666820182402,ORGANISMO CERTIFICADOR DE PERSONAS OCP2,66682
14,NI,890208727,680010129601,UNIDADES TECNOLOGICAS DE SANTANDER,68001
14,NI,890902922,680010209301,UNIVERSIDAD PONTIFICIA BOLIVARIANA SECCIONAL BUCARAMANGA,68001
14,NI,804000992,680010250701,CORPORACION HUELLAS DE LIBERTAD LA CASA DEL ALFARERO,68001
14,NI,801003851,635940120501,SEDE PRINCIPAL,63594
14,NI,900460107,630010123201,CRC Valoramos Armenia SAS,63001
14,NI,900644780,630010132601,CRC DEL CAFE,63001
14,NI,800038965,635940132501,BOMBEROS VOLUNTARIOS QUIMBAYA,63594
14,NI,816005814,660010028501,Fundacion Sonrie,66001
14,NI,891480014,660010081301,SERVICIO MEDICO AEROPUERTO INTERNACIONAL MATECANA,66001
14,NI,891480035,660010088603,Centro de Medicina Deportiva UTP,66001
14,NI,899999034,660010090601,SERVICIO NACIONAL DE APRENDIZAJE SENA RISARALDA,66001
14,NI,860013798,660010135301,UNIVERSIDAD LIBRE BELMONTE,66001
14,NI,800248545,661700165002,SIMETRIC DOS QUEBRADAS,66170
14,NI,900641572,661700194001,CRC DOSQUEBRADAS SAS,66170
14,NI,900527962,666820181901,CRC VALORAMOS SANTA ROSA SAS,66682
14,NI,890201213,680010052101,LABORATORIO CLINICO UIS,68001
14,NI,890201213,680010052102,LABORATORIO CLINICO UIS SEDE CAPRUIS,68001
14,NI,890201213,680010052104,LABORATORIO DE GENETICA UIS,68001
14,NI,890201213,680010052105,LABORATORIO DE INMUNOLOGIA Y BIOLOGIA MOLECULAR,68001
14,NI,860012357,680010061201,UNIVERSIDAD SANTO TOMAS,68001
14,NI,860056070,680010143401,UNIVERSIDAD ANTONIO NARINO SEDE BUCARAMANGA,68001
14,NI,890201213,680010305302,Unidad de Prevencion del Dengue Colegio Gustavo Cote Uribe,68001
14,NI,900589129,680770427201,FUNDACION MARIA LUISA ORTIZ RUIZ  FUNLAMOR,68077
14,NI,900500688,680790401612,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68079
14,NI,829004002,680810054901,ASOCIACION CENTRO VIDA DEL ADULTO MAYOR VIVIR MEJOR DEL BARRIO YARIMA,68081
14,NI,829003232,680810128501,ASOCIACION CENTRO VIDA DEL ADULTO MAYOR COMUNA UNO BARRIO LA VICTORIA,68081
14,NI,829003559,680810267801,ASOCIACION CENTRO VIDA DEL ADULTO MAYOR VEREDA LOS LAURELES CORREGIMIENTO EL CENTRO,68081
14,NI,829003493,680810268501,ASOCIACION CENTRO DE VIDA DEL ADULTO MAYOR ASOTERED LA MANO DE DIOS,68081
14,NI,829004025,680810276901,ASOCIACION CENTRO VIDA DEL ADULTO MAYOR BELLO ATARDECER,68081
14,NI,900321630,680810300901,CENTRO VIDA DE LA FUNDACION REFUGIO ETERNO FUNRET,68081
14,NI,829003064,680810308801,ASOCIACION CENTRO VIDA DEL ADULTO MAYOR VIEJOS MARAVILLOSOS DEL BARRIO TRES UNIDOS,68081
14,NI,829002871,680810330101,ASOCIACION CENTRO DE VIDA DEL ADULTO MAYOR EL MESON DE LOS ABUELOS,68081
14,NI,829002376,680810336301,Asociacion Centro Vida Del Adulto Mayor Anos Maravillosos,68081
14,NI,829002432,680810361401,ASOCIACION CENTRO VIDA DEL ADULTO MAYOR  ANTER,68081
14,NI,829001096,680810391501,ASOCIACION CENTRO VIDA DEL ADULTO MAYOR  ATEBA,68081
14,NI,829003622,680810395101,ASOCIACION CENTRO DE BIENESTAR DEL ADULTO MAYOR BUENA VISTA,68081
14,NI,829000539,680810397601,ASOCIACION CENTROVIDA DEL ADULTO MAYOR ASOTERBA,68081
14,NI,829003594,680810397701,ASOCIACION CENTRO VIDA DEL ADULTO MAYOR DEL CORREGIMIENTO DEL LLANITO,68081
14,NI,829004326,680810399001,ASOCIACION CENTRO VIDA SAN MARTIN PARA LA ATENCION INTEGRAL DEL ADULTO MAYOR,68081
14,NI,829003131,680810399101,ASOCIACION CENTRO VIDA DE ATENCION INTEGRAL AL ADULTO MAYOR ATEMUBA,68081
14,NI,829000768,680810401001,ASOCIACION CENTRO VIDA NUEVO SOL DEL CENTRO ANSOLTEC,68081
14,NI,900200147,680810401201,ASOCIACION CENTROVIDA DEL ADULTO MAYOR SIGLOXXI,68081
14,NI,900443671,680010390401,AMANDA BARAJAS SPA CONSIENTE TU IMAGEN,68001
14,NI,804008547,680010410101,FUNDACION CASA DE CARIDAD Y CENTRO VIDA SANTA RITA DE CASIA,68001
14,NI,900518130,680010414101,FUNDACION BIENESTAR DEL ADULTO MAYOR LOS DELFINES,68001
14,NI,900632931,680010433102,FUNDACION CENTRO DIA TERESA DE JESUS,68001
14,NI,890201222,680010437801,CENTRO VIDA ALVAREZ,68001
14,NI,900669989,680010442401,CENTRO DE RECONOCIMIENTO DE CONDUCTORES AM CONDUCTORES SAS,68001
14,NI,900663305,680010442901,CRC MEDICARS,68001
14,NI,900507468,680510405205,FUNDACION FORMEMOS FUTURO,68051
14,NI,800169294,680010433601,FUNDACION ALBEIRO VARGAS Y ANGELES CUSTODIOS,68001
14,NI,899999026,660010158001,IPS CAPRECOM PEREIRA,66001
14,NI,900105148,680010360301,ayudas diagnosticas orales,68001
14,NI,890201317,680010390001,ASILO SAN RAFAEL,68001
14,NI,804008381,680010398801,FUNDACION DE LAS TINIEBLAS A LA LUZ  FUNTALUZ,68001
14,NI,900529974,680010415201,FUNDACION MEDICA FEM NATURALS,68001
14,NI,890201222,680010437802,CENTRO VIDA ANOS MARAVILLOSOS,68001
14,NI,890201222,680010437803,CENTRO VIDA NORTE,68001
14,NI,900544015,680010440701,FUNDACION UAQUE  EDUCACION PARA TODOS,68001
14,NI,900659320,680770443201,Centro de Reconocimiento de Conductores Montearroyo,68077
14,NI,900689085,680770447301,CENTRO DE RECONOCIMIENTO DE CONDUCTORES CERTITEST SANTANDER,68077
14,NI,804003134,680790413001,ASOCIACION CENTRO DIA,68079
14,NI,900273251,680810053301,ASOCIACION CENTRO VIDA ADULTO MAYOR SAN JOSE,68081
14,NI,829002422,680810256301,ASOCIACION CENTRO DE BIENESTAR DEL ANCIANO DE LOS BARRIOS VILLARELYS,68081
14,NI,829002373,680810309101,ASOCIACION CENTRO DE VIDA DEL ADULTO MAYOR MI TERCERA JUVENTUD,68081
14,NI,829002443,680810311001,CENTRO DE VIDA DEL AULTO MAYOR EL ANCIANO DE BARRANCABERMEJA,68081
14,NI,829000693,680810317601,ASOCIACION CENTRO VIDA ADULTO MAYOR SUR ORIENTE COMUNA 4,68081
14,NI,829002462,680810397501,Asociacion Centro Vida Del Adulto Mayor Mi Querido Viejo,68081
14,NI,890201990,680810438801,BOMBEROS VOLUNTARIOS DE BARRANCBERMEJA,68081
14,NI,900557437,680810447601,SINDICATO DE TRABAJADORES DEL SECTOR SALUD EN COLOMBIA SINTRASACOL,68081
14,NI,900401769,681010389007,ASOCIACION CENTRO VIDA ANOS DORADOS DE ENCINO,68101
14,NI,900401769,681010389008,ASOCIACION CENTRO VIDA ANOS DORADOS DE ENCINO,68101
14,NI,804015826,681210431401,ASOCIACION CENTRO DE BIENESTAR DEL ANCIANO ESTEBAN RANGEL VESGA,68121
14,NI,900500688,681320401614,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68132
14,NI,900577306,681620433002,FUNDACION DE SERVICIOS INTEGRALES DE BIENESTAR SOCIAL Y DESARROLLO COMUNITARIO  FUNDASERVIR FS,68162
14,NI,900500688,681690401609,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68169
14,NI,900626529,681620436701,FUNDACION SOLIDARIA PROFUTURO,68162
14,NI,900577306,682070433004,FUNDACION DE SERVICIOS INTEGRALES DE BIENESTAR SOCIAL Y DESARROLLO COMUNITARIO  FUNDASERVIR FS,68207
14,NI,900371120,682090394002,FUNDACION HASVIDA,68209
14,NI,900194421,682110388605,ASOCIACION CENTRO VIDA PARA EL ADULTO MAYOR HACENVIDA,68211
14,NI,900395826,682170368701,ASOCIACION CENTRO VIDA MAS VIDA,68217
14,NI,900401769,682170389003,ASOCIACION CENTRO VIDA ANOS DORADOS,68217
14,NI,900500688,682170401613,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68217
14,NI,900411019,682350386401,ASOCIACION DE ADULTOS MAYORES CENTRO VIDA MI SEGUNDA NINEZ,68235
14,NI,900401769,682640389001,ASOCIACION CENTRO VIDA ANOS DORADOS DE ENCINO,68264
14,NI,900500921,682640403501,ASOCIACION CENTRO VIDA NUEVA VIDA DE ENCINO,68264
14,NI,900500921,682640403502,ASOCIACION CENTRO VIDA NUEVA VIDA DE ENCINO SEDE A,68264
14,NI,860012357,682760061203,UNIVERSIDAD SANTO TOMAS SEDE FLORIDABLANCA,68276
14,NI,804011384,682760396301,FUNDACION CANITAS FELICES,68276
14,NI,900225215,682760404801,FUNDACION HOGAR DE CARIDAD MARIA SANTISIMA SAMARITANA FUNDACION SAMARITA,68276
14,NI,900188356,682760419101,FUNDACION HOGAR DEL ADULTO MAYOR NECESITADO,68276
14,NI,900632931,682760433105,FUNDACION CENTRO DIA TERESA DE JESUS,68276
14,NI,900440953,682960393701,ASOCIACION CENTRO VIDA LOS YARIGUIES,68296
14,NI,900645560,682760443102,CRC FLORIDABLANCA,68276
14,NI,900649581,682760445001,CENTRO DE RECONOCIMIENTO DE CONDUCTORES ADN CONDUCTORES SAS,68276
14,NI,830000178,680200421501,FUNDACION CRISTO REY HOGAR GERIATRICO EL EDEN DE LA ESPERANZA DE ALBANIA SANTANDER,68020
14,NI,900533626,680810422201,FUNDACION HACIENDO FUTURO,68081
14,NI,829002375,680810430001,ASOCIACION CENTRO DE BIENESTAR PARA LA TERCERA EDAD DEL PUERTO PETROLERO,68081
14,NI,900632867,680810441701,CRC PREVENIR SEDE A,68081
14,NI,900401769,681010389005,ASOCIACION CENTRO VIDA ANOS DORADOS DE ENCINO,68101
14,NI,900626529,681470436705,FUNDACION SOLIDARIA PROFUTURO,68147
14,NI,804016845,681470447701,ASOCIACION CAPITANEJANA REVIVIR DEL CHICAMOCHA ACAR CHICAMOCHA CENTRO VIDA DE CAPITANEJO,68147
14,NI,900650706,681620438601,CENTRO VIDA MUNICIPAL DE CERRITO SANTANDER SAN ANTONIO DE PADUA,68162
14,NI,900500688,681760401603,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68176
14,NI,900648277,681900443301,ASOCIACION CENTRO VIDA Y HOGAR DE BIENESTAR DEL ADULTO MAYOR REMEMBRANZAS DE CIMITARRA,68190
14,NI,900648277,681900443302,ASOCIACION CENTRO VIDA Y HOGAR DE BIENESTAR DEL ADULTO MAYOR REMEMBRANZAS DE CIMITARRA,68190
14,NI,900648277,681900443303,ASOCIACION CENTRO VIDA Y HOGAR DE BIENESTAR DEL ADULTO MAYOR REMEMBRANZAS DE CIMITARRA,68190
14,NI,900648277,681900443304,ASOCIACION CENTRO VIDA Y HOGAR DE BIENESTAR DEL ADULTO MAYOR REMEMBRANZAS DE CIMITARRA,68190
14,NI,804003048,682070432601,ASOCIACION DE LA TERCERA EDAD DE CONCEPCION CENTRO VIDA OSORETECONSAN,68207
14,NI,900401769,682170389002,ASOCIACION CENTRO VIDA ANOS DORADOS,68217
14,NI,900495429,682290403401,ASOCIACION CENTRO VIDA CURITI UNIDOS PARA EL FUTURO  CEVICUR,68229
14,NI,900500921,682640403503,ASOCIACION CENTRO VIDA NUEVA VIDA DE ENCINO SEDE B,68264
14,NI,900610231,682660429801,FUNDACION SAN JUANES DE ENCISO,68266
14,NI,900194421,683440388603,ASOCIACION CENTRO VIDA PARA EL ADULTO MAYOR HACENVIDA,68344
14,NI,900604689,683680432901,fundacion centro vida para el adulto mayor hogar amor y vida del municipio de jesus mariasantander,68368
14,NI,804017969,683440417101,HOGAR DEL ANCIANO SAN ROQUE DEL MUNICPIO DE HATO SANTANDER,68344
14,NI,900498924,683850211501,FUNDACION CENTRO DE BIENESTAR Y CENTRO VIDA PRIMERO MIS ABUELOS  FUNCEPMA,68385
14,NI,900465636,684060396901,FUNDACION CENTRO VIDA PARA EL ADULTO MAYOR SAN FELIPE FUNDACION SAN FELIPE,68406
14,NI,900441253,683850394201,ASOCIACION CENTRO VIDA CANITAS DE AMOR,68385
14,NI,900330155,684180400401,ASOCIACION SAN ANTONIO DE PADUA,68418
14,NI,800157065,684320420101,ASOCIACION MALAGUENA DE LA TERCERA EDAD CENTRO VIDA ASOMATE,68432
14,NI,900577306,684320433001,FUNDACION DE SERVICIOS INTEGRALES DE BIENESTAR SOCIAL Y DESARROLLO COMUNITARIO  FUNDASERVIR FS,68432
14,NI,900626529,684320436702,FUNDACION SOLIDARIA PROFUTURO,68432
14,NI,900096934,684320440501,FUNDACION HUMANISTA HUELLAS DE AMOR CENTRO VIDA DE MALAGA,68432
14,NI,900500688,684440401607,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68444
14,NI,900626529,684680436703,FUNDACION SOLIDARIA PROFUTURO,68468
14,NI,900523438,684980406904,ASOCIACION CENTRO VIDA CASA NUEVA ESPERANZA,68498
14,NI,900569396,684980420301,ASOCIACION CENTRO VIDA SAN JOSE,68498
14,NI,890208793,685020393601,FUNDACION HOGAR BIENESTAR Y DEL CENTRO VIDA  LUIS RONCANCIO,68502
14,NI,900559247,685000437601,FUNDACION CENTRO VIDA SAN MIGEL,68500
14,NI,900593570,685220426301,FUNDACION DEL ANCIANO JUAN PABLO II DEL PALMAR,68522
14,NI,900194421,685240388604,ASOCIACION CENTRO VIDA PARA EL ADULTO MAYOR HACENVIDA,68524
14,NI,890201213,685470052103,UIS CENTRO DE INVESTIGACIONES DE ENF TROPICALES CINTROP,68547
14,NI,900557948,685470426101,FUNDACION SAN MIGUEL,68547
14,NI,900500688,685490401602,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68549
14,NI,900507468,685750405204,FUNDACION FORMEMOS FUTURO,68575
14,NI,800248545,763640754102,SIMETRIC JAMUNDI,76364
14,NI,900524683,685750406401,UNDACION CENTRO DE ATENCION INTEGRAL SAN MARTIN,68575
14,NI,900500688,681210401616,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68121
14,NI,900500688,682960401615,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68296
14,NI,900525423,682980406301,FUNDACION CENTRO VIDA SUAREZ Y VELANDIA CEVISUAVE,68298
14,NI,900589498,682980423801,FUNDACION CENTRO VIDA Y DE BIENESTAR DEL ANCIANO CEVIALMA,68298
14,NI,900500688,683200401610,FUNDACION ENTRELAZANDO AMOR  FUNDEAMOR,68320
