CODIGO CUPS,DESCRIPCION DEL PROCEDIMIENTO,Codigo Sistema CUPS,,Codigo Grupo CUPS,,Codigo Ambito CUPS,Codigo Sexo CUPS,Codigo Nivel Atencion
862802,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 5%AL 10% DE SUPERFICIE CORPORAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
862803,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 10% AL 20% DE SUPERFICIE CORPORAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
862804,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 20% AL 30% DE SUPERFICIE CORPORAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
862805,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 30% AL 40% DE SUPERFICIE CORPORAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
862806,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 40% AL 50% DE SUPERFICIE CORPORAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
862807,DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO MAYOR DEL 50% DE SUPERFICIE CORPORAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
862900,FISTULECTOMIA DE PIEL Y TEJIDO CELULAR SUBCUTÁNEO SOD,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863101,RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION FULGURACION O CRIOTERAPIA EN AREA GENERAL HASTA SEIS LESIONES,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863102,RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION FULGURACION O CRIOTERAPIA EN AREA GENERAL MAS DE SEIS LESIONES +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863103,RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION FULGURACION O CRIOTERAPIA EN AREA ESPECIAL HASTA TRES LESIONES,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863104,RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION FULGURACION O CRIOTERAPIA EN AREA ESPECIAL ENTRE TRES A DIEZ LESIONES,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863105,RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION FULGURACION O CRIOTERAPIA EN AREA ESPECIAL MAS DE DIEZ LESIONES,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863501,ESCISION DE LESIONES CUTANEAS POR RADIOFRECUENCIA HASTA CINCO LESIONES,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863502,ESCISION DE LESIONES CUTANEAS POR RADIOFRECUENCIA ENTRE CINCO A DIEZ LESIONES,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863503,ESCISION DE LESIONES CUTANEAS POR RADIOFRECUENCIA MAS DE DIEZ LESIONES,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863601,APERTURA O RESECCION DE QUISTES O PUSTULAS CIRUGIA PARA ACNE,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863602,EXTRACCION DE COMEDONES COMEDOLISIS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863603,ABLACION DE TELANGIECTASIAS POR ESCLEROTERAPIA +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863690,ESCISION O ABLACION LOCAL DE LESION CUTANEA NCOC º,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
863800,ABLACION DE LESIONES CUTANEAS TATUAJE POR HAZ DE LASER SOD+,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864101,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO AREA GENERAL HASTA TRES CENTIMETROS +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864102,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO AREA GENERAL ENTRE TRES A CINCO CENTIMETROS +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864103,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO AREA GENERAL ENTRE CINCO A DIEZ CENTIMETROS +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864104,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO AREA GENERAL DE MAS DE DIEZ CENTIMETROS +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864105,RESECCION DE TUMOR BENIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO AREA GENERAL CON REPARACION COLGAJO YO INJERTO +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864106,RESECCION DE TUMOR MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO AREA GENERAL CON REPARACION COLGAJO YO INJERTO +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864201,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL HASTA UN CENTIMETRO +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864202,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL ENTRE UNO A DOS CENTIMETROS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864203,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL ENTRE DOS A TRES CENTIMETROS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864204,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL ENTRE TRES A CINCO CENTIMETR,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864205,RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL YO TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL DE MAS DE CINCO CENTIMETROS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
864300,CIRUGIA MICROGRAFICA DE MOHS POR CORTE SOD +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865101,SUTURA DE HERIDA UNICA EN AREA GENERAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865102,SUTURA DE HERIDA MULTIPLE EN AREA GENERAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865201,SUTURA DE HERIDA UNICA DE CARA NCOC +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865202,SUTURA DE HERIDA UNICA DE CARA SIN COMPROMISO DE LABIOS YO PARPADOS+,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865203,SUTURA DE HERIDA UNICA DE PLIEGUES DE FLEXION GENITALES MANOS Y PIES +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865204,SUTURA DE HERIDA MULTIPLE DE CARA NCOC º,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865205,SUTURA DE HERIDA MULTIPLE DE CARA SIN COMPROMISO DE LABIOS YO PARPADOSº,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865206,SUTURA DE HERIDA MULTIPLE DE PLIEGUES DE FLEXION GENITALES MANOS Y PIES º,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865207,SUTURA DE HERIDA PARCIAL DE CUERO CABELLUDO ESCALPE +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865208,SUTURA DE AVULSION EN PABELLON AURICULAR NARIZ LABIOS PARPADOS O GENITALES +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865209,RECONSTRUCCION DE AVULSION TOTAL O PARCIAL DE CUERO CABELLUDO O AREA ESPECIAL CON TECNICA MICROVASCULAR +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
865210,SUTURA DE MATRIZ UNGUEAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866101,INJERTO DE PIEL PARCIAL EN AREA GENERAL HASTA EL DIEZ 10% DE SUPERFICIE CORPORAL TOTAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866102,INJERTO DE PIEL PARCIAL EN AREA GENERAL ENTRE EL DIEZ 10% HASTA EL 20% DE SUPERFICIE CORPORAL TOTAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866103,INJERTO DE PIEL PARCIAL EN AREA GENERAL ENTRE EL VEINTE 20% HASTA EL 30% DE SUPERFICIE CORPORAL TOTAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866104,INJERTO DE PIEL PARCIAL EN AREA GENERAL MAYOR DEL TREINTA 30% DE SUPERFICIE CORPORAL TOTAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866120,INJERTO DE PIEL PARCIAL EN AREA ESPECIAL HASTA EL CINCO 5% DE SUPERFICIE CORPORAL TOTAL º,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866121,INJERTO DE PIEL PARCIAL EN AREA ESPECIAL DE MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL º,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866201,INJERTO DE PIEL TOTAL LIBRE EN AREA GENERAL HASTA EL DIEZ 10% DE SUPERFICIE CORPORAL TOTAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866202,INJERTO DE PIEL TOTAL LIBRE EN AREA GENERAL ENTRE EL DIEZ 10% HASTA EL 20% DE SUPERFICIE CORPORAL TOTAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866203,INJERTO DE PIEL TOTAL LIBRE EN AREA GENERAL ENTRE EL 20% HASTA EL 30% DE SUPERFICIE CORPORAL TOTAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866204,INJERTO DE PIEL TOTAL LIBRE EN AREA GENERAL MAS DEL 30% DE SUPERFICIE CORPORAL TOTAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866220,INJERTO DE PIEL TOTAL LIBRE EN AREA ESPECIAL HASTA EL CINCO 5% DE SUPERFICIE CORPORAL TOTAL º,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866221,INJERTO DE PIEL TOTAL LIBRE EN AREA ESPECIAL MAS DEL CINCO 5% DE SUPERFICIE CORPORAL TOTAL º,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866300,INJERTO CONDROCUTANEO SOD,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866400,INJERTO DE REGION PILOSA SOD +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866401,INJERTO DE CUERO CABELLUDO ALOPECIA SECUELA POSTTRAUMA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866402,MICROINJERTO DE CUERO CABELLUDO +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866501,INJERTO HETEROLOGO DE PIEL NCOC +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866601,INJERTO HOMOLOGO DE PIEL NCOC +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866701,INJERTO GRASO NCOC +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
866702,INJERTO DERMOGRASO NCOC +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867001,COLGAJO LOCAL SIMPLE DE PIEL HASTA DE DOS CENTIMETROS CUADRADOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867002,COLGAJO LOCAL SIMPLE DE PIEL ENTRE DOS A CINCO CENTIMETROS CUADRADOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867003,COLGAJO LOCAL SIMPLE DE PIEL DE MAS DE CINCO CENTIMETROS CUADRADOS +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867101,COLGAJO UNICO DE CUERO CABELLUDO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867102,COLGAJO MULTIPLE DE CUERO CABELLUDO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867103,COLGAJO CUTANEO A DISTANCIA EN VARIOS TIEMPOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867104,COLGAJO COMPUESTO A DISTANCIA EN VARIOS TIEMPOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867105,COLGAJO LIBRE CUTANEO CON TECNICA MICROVASCULAR,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867106,COLGAJO LIBRE COMPUESTO CON TECNICA MICROVASCULAR,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867107,COLGAJO NEUROVASCULAR EN ISLA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867201,COLGAJO LOCAL DE PIEL COMPUESTO DE VECINDAD HASTA DE DOS CENTIMETROS CUADRADOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867202,COLGAJO LOCAL DE PIEL COMPUESTO DE VECINDAD ENTRE DOS A CINCO CENTIMETROS CUADRADOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867203,COLGAJO LOCAL DE PIEL COMPUESTO DE VECINDAD ENTRE CINCO A DIEZ CENTIMETROS CUADRADOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867300,DIFERIMIENTO DE CUALQUIER COLGAJO DELAY SOD,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
867500,REVISION DE INJERTO O COLGAJO SOD,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868101,RESECCION SIMPLE DE CICATRIZ EN AREA GENERAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868102,RESECCION SIMPLE DE CICATRIZ EN AREA ESPECIAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868103,RESECCION DE CICATRIZ HIPERTROFICA O QUELOIDE EN AREA GENERAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868104,RESECCION DE CICATRIZ HIPERTROFICA O QUELOIDE EN AREA ESPECIAL +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868201,RITIDECTOMIA ARRUGAS GLABELARES,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868202,RITIDECTOMIA ARRUGAS ANGULO EXTERNO DEL OJO VIA CORONAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868203,RITIDECTOMIA CERVICOFACIAL SIN FRENTE,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868204,RITIDECTOMIA TOTAL FRENTE PARPADOS MEJILLA Y CUELLO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868205,RITIDECTOMIA DE FRENTE VÍA CORONAL O ENDOSCOPICA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868206,RITIDECTOMIA SUBPERIOSTICA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868301,REDUCCION DE TEJIDO ADIPOSO EN CARA POR LIPOSUCCION O LIPECTOMIA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868302,RESECCION DE BOLSAS ADIPOSAS DE BICHAT EN CARA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868303,REDUCCION DE TEJIDO ADIPOSO EN AREA SUBMANDIBULAR POR LIPOSUCCION O LIPECTOMIA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868304,REDUCCION DE TEJIDO ADIPOSO DE PARED ABDOMINAL POR LIPOSUCCION O LIPECTOMIA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868305,REDUCCION DE TEJIDO ADIPOSO EN MUSLOS PELVIS GLUTEOS O BRAZOS POR LIPOSUCCION O LIPECTOMIA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868401,PLASTIA EN Z O W EN ÁREA GENERAL ENTRE UNA A DOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868402,PLASTIA EN Z O W EN ÁREA GENERAL ENTRE TRES A CINCO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868403,PLASTIA EN Z O W EN AREA GENERAL MAS DE CINCO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868501,PLASTIA EN Z O W EN AREA ESPECIAL CARA CUELLO MANOS PIES PLIEGUES DE FLEXION GENITALES ENTRE UNO A DOS +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868502,PLASTIA EN Z O W EN AREA ESPECIAL CARA CUELLO MANOS PIES PLIEGUES DE FLEXION GENITALES ENTRE TRES A CINCO +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868503,PLASTIA EN Z O W EN AREA ESPECIAL CARA CUELLO MANOS PIES PLIEGUES DE FLEXION GENITALES MAS DE CINCO +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868504,PLASTIA EN Z O W EN MANO SIN INCLUIR DEDOS ENTRE UNA A DOS,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868505,PLASTIA EN Z O W EN MANO SIN INCLUIR DEDOS ENTRE TRES A CINCO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868506,PLASTIA EN Z O W EN MANO SIN INCLUIR DEDOS MAS DE CINCO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868507,PLASTIA EN Z EN CADA DEDO DE LA MANO O DEL PIE,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868510,PLASTIA EN Z O W EN ZONAS DE FLEXION,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868601,ONICOPLASTIA CON COLGAJO DE UnA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868602,REPOSICIÓN UnA DE POLIETILENO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868603,RECONSTRUCCION DEL LECHO UNGUEAL CON INJERTO DE MATRIZ UNGUEAL,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
868604,RECONSTRUCCION DE MATRIZ UNGUEAL CON INJERTO COMPUESTO,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869101,RESECCION DE GLANDULAS SUDORIPARAS AXILARES SIMPLE CON RESECCION GANGLIONAR,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869102,RESECCION DE GLANDULAS SUDORIPARAS AXILARES CON RESECCION TOTAL DEL ÁREA,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869103,RESECCION PARCIAL DE GLANDULAS SUDORIPARAS NCOC +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869104,RESECCION TOTAL DE GLANDULAS SUDORIPARAS NCOC +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869201,DERIVACION LINFATICA MANEJO DE LINFEDEMA +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869400,RETIRO DE SUTURA EN PIEL YO TEJIDO CE LULAR SUBCUTANEO SOD,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869500,CURACION DE LESION EN PIEL O TEJIDO CELULAR SUBCUTANEO SOD +,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869601,INSERCION SUBCUTANEA TEJIDO BLANDO DE EXPANSOR DE TEJIDOS UNICO O MULTIPLE NCOC,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
869700,RETIRO DE EXPANSOR TISULAR UNICO O MULTIPLE SOD,14,Sistema Tegumentario,11,Proced quirurgicos,Z,A,SD
870001,RADIOGRAFIA DE CRANEO SIMPLE,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870002,PERFILOGRAMA CON CEFALOMETRIA,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870003,RADIOGRAFIA DE BASE DE CRANEO,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870004,RADIOGRAFIA DE SILLA TURCA,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870005,RADIOGRAFIA DE MASTOIDES COMPARATIVAS,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870006,RADIOGRAFIA DE PEnASCOS,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870007,RADIOGRAFIA DE CONDUCTO AUDITIVO INTERNO,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870101,RADIOGRAFIA DE CARA PERFILOGRAMA +,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870102,RADIOGRAFIA DE ORBITAS,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870103,RADIOGRAFIA DE AGUJEROS OPTICOS,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870104,RADIOGRAFIA DE MALAR,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870105,RADIOGRAFIA DE ARCO CIGOMATICO,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870107,RADIOGRAFIA DE HUESOS NASALES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870108,RADIOGRAFIA DE SENOS PARANASALES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870112,RADIOGRAFIA DE MAXILAR SUPERIOR,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870113,RADIOGRAFIA DE MAXILAR INFERIOR,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870114,RADIOGRAFIA PANORAMICA DE MAXILARES SUPERIOR E INFERIOR ORTOPANTOMOGRAFIA,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870131,RADIOGRAFIA DE ARTICULACION TEMPOROMAXILAR ATM,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870301,POLITOMOGRAFIA DE MASTOIDES UNILATERALO BILATERAL,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870302,POLITOMOGRAFIA DE CONDUCTOS AUDITIVOS INTERNOS,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870303,POLITOMOGRAFIA DE ARTICULACIONES TEMPOROMANDIBULARES +,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870305,TOMOGRAFIA LINEAL DE MAXILAR SUPERIOR,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870306,TOMOGRAFIA LINEAL DE MAXILAR INFERIOR,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870307,POLITOMOGRAFIA DE RINOFARINGE,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870308,POLITOMOGRAFIA SEMIAXIAL DE NARIZ,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870310,TOMOGRAFIA FUNCIONAL DE LARINGE,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870440,RADIOGRAFIAS INTRAORALES OCLUSALES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870450,RADIOGRAFIAS INTRAORALES PERIAPICALES MILIMETRADAS,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870451,RADIOGRAFIAS INTRAORALES PERIAPICALES DIENTES ANTERIORES SUPERIORES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870452,RADIOGRAFIAS INTRAORALES PERIAPICALES DIENTES ANTERIORES INFERIORES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870453,RADIOGRAFIAS INTRAORALES PERIAPICALES ZONA DE CANINOS,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870454,RADIOGRAFIAS INTRAORALES PERIAPICALES PREMOLARES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870455,RADIOGRAFIAS INTRAORALES PERIAPICALES MOLARES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870456,RADIOGRAFIAS INTRAORALES PERIAPICALES JUEGO COMPLETO,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870460,RADIOGRAFIAS INTRAORALES CORONALES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870601,RADIOGRAFIA DE TEJIDOS BLANDOS DE CUELLO,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870602,RADIOGRAFIA DE CAVUM FARINGEO,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
870603,RADIOGRAFIA DE FARINGE FARINGOGRAFIA +,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871010,RADIOGRAFIA DE COLUMNA CERVICAL,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871019,RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871020,RADIOGRAFIA DE COLUMNA TORACICA,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871030,RADIOGRAFIA DE COLUMNA DORSOLUMBAR,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871040,RADIOGRAFIA DE COLUMNA LUMBOSACRA,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871050,RADIOGRAFIA DE SACRO COCCIX,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871060,RADIOGRAFIA DE COLUMNA VERTEBRAL TOTAL º,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871061,RADIOGRAFIA PANORAMICA DE COLUMNA GONIOMETRIA U ORTOGRAMA FORMATO 14,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871062,RADIOGRAFIA PANORAMICA DE COLUMNA GONIOMETRIA U ORTOGRAMA FORMATO 14,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871070,RADIOGRAFIA DINAMICA DE COLUMNA VERTEBRAL º,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871091,RADIOGRAFIA DE ARTICULACIONES SACROILIACAS,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871111,RADIOGRAFIA DE REJA COSTAL,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871112,RADIOGRAFIA DE ESTERNON,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871121,RADIOGRAFIA DE TORAX PA O AP Y LATERAL DECUBITO LATERAL OBLICUAS O LATERAL CON BARIO +,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871129,RADIOGRAFIA DE ARTICULACIONES ESTERNOCLAVICULARES,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871181,FLUOROSCOPIA PULMONAR MOVILIDAD  DIAFRAGMATICA,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871182,FLUOROSCOPIA COMO GUIA DE PROCEDIMIENTOS QUIRURGICOS O INTERVENCIONISTAS EN TORAX +,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871202,APICOGRAMA,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871208,RADIOGRAFIA PARA SERIE CARDIOVASCULAR CORAZON Y GRANDES VASOS SILUETA CARDIACA CON BARIO EN ESOFAGO,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
871320,RADIOGRAFIA DE ESÓFAGO,15,Imagenologia Radiologica,6,Imagenologia,Z,A,SD
